Province	Electoral District Name/Nom de circonscription	Electoral District Number/Numéro de circonscription	Candidate/Candidat	Candidate Residence/Résidence du candidat	Candidate Occupation/Profession du candidat	Votes Obtained/Votes obtenus	Percentage of Votes Obtained /Pourcentage des votes obtenus	Majority/Majorité	Majority Percentage/Pourcentage de majorité
Quebec/Québec	Saint-Laurent	24068	Fernand Deschamps Marxist-Leninist/Marxiste-Léniniste	Montréal, Que./ Qc	Teacher/Enseignant	137	0.3		
Quebec/Québec	Saint-Léonard--Saint-Michel	24069	Patricia Lattanzio ** Liberal/Libéral	Saint-Léonard, Que./ Qc	Parliamentarian/Parlementaire	26833	65.3	18376	44.7
Quebec/Québec	Saint-Léonard--Saint-Michel	24069	Panagiota Koroneos Conservative/Conservateur	Orléans, Ont.	Communications/Communications	8457	20.6		
Quebec/Québec	Saint-Léonard--Saint-Michel	24069	Laurie Lelacheur Bloc Québécois/Bloc Québécois	Repentigny, Que./ Qc	Student/Étudiante	2938	7.2		
Quebec/Québec	Saint-Léonard--Saint-Michel	24069	Marwan El Attar NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Montréal, Que./ Qc	Lawyer/Avocat	2450	6		
Quebec/Québec	Saint-Léonard--Saint-Michel	24069	Caroline Mailloux People's Party - PPC/Parti populaire - PPC	Montréal, Que./ Qc	Student/Étudiante	388	0.9		
Quebec/Québec	Saint-Maurice--Champlain	24070	François-Philippe Champagne ** Liberal/Libéral	Shawinigan, Que./ Qc	Lawyer/Avocat	31095	50	15774	25.3
Quebec/Québec	Saint-Maurice--Champlain	24070	Pierre-Augustin Allard Conservative/Conservateur	Shawinigan, Que./ Qc	Communications Advisor/Conseiller en communication	15321	24.6		
Quebec/Québec	Saint-Maurice--Champlain	24070	Thierry Bilodeau Bloc Québécois/Bloc Québécois	La Tuque, Que./Qc	Communications Consultant/Consultant en communication	13190	21.2		
Quebec/Québec	Saint-Maurice--Champlain	24070	Nathalie Garceau NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Montréal, Que./ Qc	Project Manager/Chargé de projet	1224	2		
Quebec/Québec	Saint-Maurice--Champlain	24070	Marie-Claude Gaudet Green Party/Parti Vert	Shawinigan, Que./ Qc	Administrative Assistant/Adjointe administrative	704	1.1		
Quebec/Québec	Saint-Maurice--Champlain	24070	David Rioux People's Party - PPC/Parti populaire - PPC	La Croche, Que./ Qc	Maintenance Worker/Préposé à l'entretien	455	0.7		
Quebec/Québec	Saint-Maurice--Champlain	24070	Dji-Pé Frazer Parti Rhinocéros Party/Parti Rhinocéros Party	Shawinigan, Que./ Qc	Retired/À la retraite	251	0.4		
Quebec/Québec	Shefford	24071	Andréanne Larouche ** Bloc Québécois/Bloc Québécois	Cowansville, Que./ Qc	Parliamentarian/Parlementaire	26726	40.1	571	0.9
Quebec/Québec	Shefford	24071	Felix Dionne Liberal/Libéral	Granby, Que./ Qc	Businessman / City Councillor/Homme d'affaires et conseiller municipal	26155	39.3		
Quebec/Québec	Shefford	24071	James Seale Conservative/Conservateur	Montréal, Que./ Qc	Accountant/Comptable	11404	17.1		
Quebec/Québec	Shefford	24071	Patrick Jasmin NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Shefford, Que./ Qc	Communications Advisor/Conseiller en communication	1557	2.3		
Quebec/Québec	Shefford	24071	Susanne Lefebvre People's Party - PPC/Parti populaire - PPC	Waterloo, Que./ Qc	Organic Food Business/Affaires bio-alimentaires	789	1.2		
Quebec/Québec	Sherbrooke	24072	Élisabeth Brière ** Liberal/Libéral	Sherbrooke, Que./ Qc	Parliamentarian/Parlementaire	31249	51.3	15025	24.7
Quebec/Québec	Sherbrooke	24072	Pierre-Étienne Rouillard Bloc Québécois/Bloc Québécois	Montréal, Que./ Qc	Comedian/Comédien	16224	26.6		
Quebec/Québec	Sherbrooke	24072	Esteban Méndez-Hord Conservative/Conservateur	Sherbrooke, Que./ Qc	Customer Service Advisor/Conseiller service à la clientèle	7983	13.1		
Quebec/Québec	Sherbrooke	24072	Jean-Pierre Fortier NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Weedon, Que./ Qc	Engineer/Ingénieur	3516	5.8		
Quebec/Québec	Sherbrooke	24072	Kevin McKenna Green Party/Parti Vert	Sherbrooke, Que./ Qc	Retired/À la retraite	1383	2.3		
Quebec/Québec	Sherbrooke	24072	Alexandre Lépine People's Party - PPC/Parti populaire - PPC	Sherbrooke, Que./ Qc	Plant Manager/Directeur d'installation	576	0.9		
Quebec/Québec	Terrebonne	24073	Tatiana Auguste Liberal/Libéral	Montréal-Nord, Que./ Qc	Political Attaché/Attachée politique	23352	38.7	1	0
Quebec/Québec	Terrebonne	24073	Nathalie Sinclair-Desgagné ** Bloc Québécois/Bloc Québécois	Montréal, Que./ Qc	Economist/Économiste	23351	38.7		
Quebec/Québec	Terrebonne	24073	Adrienne Charles Conservative/Conservateur	Terrebonne, Que./ Qc	Teacher/Enseignante	10961	18.2		
Quebec/Québec	Terrebonne	24073	Maxime Beaudoin NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Montréal, Que./ Qc	Union Advisor/Conseiller syndical	1556	2.6		
Quebec/Québec	Terrebonne	24073	Benjamin Rankin Green Party/Parti Vert	Montréal, Que./ Qc	Architect/Architecte	630	1		
Quebec/Québec	Terrebonne	24073	Maria Cantore People's Party - PPC/Parti populaire - PPC	Repentigny, Que./ Qc	Fashion Designer/Créatrice de mode	428	0.7		
Quebec/Québec	Thérèse-De Blainville	24074	Madeleine Chenette Liberal/Libéral	Amherst, Que./Qc	Diplomat/Diplomate	29519	45.8	8691	13.5
Quebec/Québec	Thérèse-De Blainville	24074	Marie-Noëlle Closson-Duquette Bloc Québécois/Bloc Québécois	Sainte-Thérèse, Que./ Qc	Lawyer/Avocate	20828	32.3		
Quebec/Québec	Thérèse-De Blainville	24074	Julie Bergeron Conservative/Conservateur	Blainville, Que./ Qc	Lawyer/Avocate	12019	18.7		
Quebec/Québec	Thérèse-De Blainville	24074	Michel Lacroix NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Val-des-Monts, Que./ Qc	College Professor/Professeur au collège	1585	2.5		
Quebec/Québec	Thérèse-De Blainville	24074	Chantal Lavoie People's Party - PPC/Parti populaire - PPC	Sainte-Thérèse, Que./ Qc	Administrative Assistant/Adjointe administrative	446	0.7		
Quebec/Québec	Trois-Rivières	24075	Caroline Desrochers Liberal/Libéral	Chelsea, Que./ Qc	Public Servant/Fonctionnaire	25147	41	8226	13.4
Quebec/Québec	Trois-Rivières	24075	René Villemure ** Bloc Québécois/Bloc Québécois	Saint-Boniface, Que./ Qc	Parliamentarian / Ethicist/Parlementaire et éthicien	16921	27.6		
Quebec/Québec	Trois-Rivières	24075	Yves Levesque Conservative/Conservateur	Shawinigan, Que./ Qc	Merchant Navy Captain/Capitaine de marine marchande	16708	27.2		
Quebec/Québec	Trois-Rivières	24075	Matthew Sévigny NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Ottawa, Ont.	Student/Étudiant	1437	2.3		
Quebec/Québec	Trois-Rivières	24075	David Turcotte Green Party/Parti Vert	Saint-Boniface, Que./Qc	Compensation Officer/Agent de rémunération	569	0.9		
Quebec/Québec	Trois-Rivières	24075	Yan Patry People's Party - PPC/Parti populaire - PPC	Trois-Rivières, Que./ Qc	Manager/Gestionnaire	320	0.5		
Quebec/Québec	Trois-Rivières	24075	Mathieu Doyon Parti Rhinocéros Party/Parti Rhinocéros Party	Trois-Rivières, Que./Qc	Peace Officer/Agent de la paix	215	0.4		
Quebec/Québec	Vaudreuil	24076	Peter Schiefke ** Liberal/Libéral	Vaudreuil-sur-le-Lac, Que./ Qc	Parliamentarian/Parlementaire	40982	57.9	24803	35
Quebec/Québec	Vaudreuil	24076	Thomas Barré Conservative/Conservateur	Montréal, Que./ Qc	Lobbyist/Lobbyiste	16179	22.8		
Quebec/Québec	Vaudreuil	24076	Christopher Massé Bloc Québécois/Bloc Québécois	L'Île-Perrot, Que./Qc	Environmental Consultant/Expert-conseil en environnement	10571	14.9		
Quebec/Québec	Vaudreuil	24076	Kalden Dhatsenpa NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Longueuil, Que./ Qc	Journalist/Journaliste	1602	2.3		
Quebec/Québec	Vaudreuil	24076	Dave Hamelin-Schuilenburg Green Party/Parti Vert	Brossard, Que./ Qc	Emergency Services Dispatcher/Répartiteur aux services d'urgence	957	1.4		
Quebec/Québec	Vaudreuil	24076	Jean Boily People's Party - PPC/Parti populaire - PPC	L'Île-Perrot, Que./ Qc	Representative/Représentant	527	0.7		
Quebec/Québec	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	24077	Marc Miller ** Liberal/Libéral	Ottawa, Ont.	Parliamentarian/Parlementaire	30905	63.7	21792	44.9
Quebec/Québec	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	24077	Steve Shanahan Conservative/Conservateur	Montréal, Que./ Qc	Consultant/Consultant	9113	18.8		
Quebec/Québec	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	24077	Kevin Majaducon Bloc Québécois/Bloc Québécois	Sherbrooke, Que./ Qc	Parliamentarian/Parlementaire	4364	9		
Quebec/Québec	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	24077	Suzanne Dufresne NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Montréal, Que./ Qc	Retired/À la retraite	2932	6		
Quebec/Québec	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	24077	Nathe Perrone Green Party/Parti Vert	Montréal, Que./ Qc	Community Worker/Travailleur communautaire	996	2.1		
Quebec/Québec	Ville-Marie--Le Sud-Ouest--Île-des-Soeurs	24077	Giovanni Di Placido Parti Rhinocéros Party/Parti Rhinocéros Party	Montréal, Que./ Qc	Entrepreneur/Entrepreneur	209	0.4		
Quebec/Québec	Vimy	24078	Annie Koutrakis ** Liberal/Libéral	Montréal, Que./ Qc	Parliamentarian/Parlementaire	26531	53.4	14253	28.7
Quebec/Québec	Vimy	24078	Grace Daou Conservative/Conservateur	Blainville, Que./ Qc	Biochemist/Biochimiste	12278	24.7		
Quebec/Québec	Vimy	24078	Alicia Parenteau-Malakhanian Bloc Québécois/Bloc Québécois	Laval, Que./ Qc	Aesthetician/Esthéticienne	8526	17.2		
Quebec/Québec	Vimy	24078	Cindy Mercer NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Ottawa, Ont.	Dental Hygienist/Hygiéniste dentaire	2342	4.7		
Ontario	Ajax	35001	Jennifer McKelvie Liberal/Libéral	Toronto, Ont.	Municipal Councillor/Conseillère municipale	36975	56.3	11317	17.2
Ontario	Ajax	35001	Greg Brady Conservative/Conservateur	Ajax, Ont.	Radio Broadcaster/Animateur radio	25658	39.1		
Ontario	Ajax	35001	Kyle Forster NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Oshawa, Ont.	Property Management/Gestion immobilier	1762	2.7		
Ontario	Ajax	35001	Faisal Ali Centrist/Centriste	Ajax, Ont.	Project Manager/Chargé de projet	643	1		
Ontario	Ajax	35001	Leigh Paulseth Green Party/Parti Vert	Ajax, Ont.	Program Coordinator/Coordonnatrice de programme	612	0.9		
Ontario	Algonquin--Renfrew--Pembroke	35002	Cheryl Gallant ** Conservative/Conservateur	Pembroke, Ont.	Parliamentarian/Parlementaire	37333	55.7	11995	17.9
Ontario	Algonquin--Renfrew--Pembroke	35002	Cyndi Mills Liberal/Libéral	Petawawa, Ont.	Business Owner/Propriétaire d'entreprise	25338	37.8		
Ontario	Algonquin--Renfrew--Pembroke	35002	Eileen Jones-Whyte NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Eganville, Ont.	Teacher/Enseignante	2469	3.7		
Ontario	Algonquin--Renfrew--Pembroke	35002	Randy Briand United Party of Canada (UP)/Parti Uni du Canada (UP)	Petawawa, Ont.	Retired Teacher / Organic Farmer/Enseignant à la retraite et agriculteur biologique	909	1.4		
Ontario	Algonquin--Renfrew--Pembroke	35002	Danilo Velasquez Green Party/Parti Vert	Gatineau, Que./ Qc	Customer Support Specialist/Spécialiste du service clientèle	618	0.9		
Ontario	Algonquin--Renfrew--Pembroke	35002	Seth Malina Independent/Indépendant(e)	Arnprior, Ont.	Student/Étudiant	229	0.3		
Ontario	Algonquin--Renfrew--Pembroke	35002	Stefan Klietsch Independent/Indépendant(e)	Ottawa, Ont.	Call Centre Agent/Agent de centre d'appels	122	0.2		
Ontario	Aurora--Oak Ridges--Richmond Hill	35003	Costas Menegakis Conservative/Conservateur	Richmond Hill, Ont.	Businessman/Homme d'affaires	34023	54.7	7433	12
Ontario	Aurora--Oak Ridges--Richmond Hill	35003	Leah Taylor Roy ** Liberal/Libéral	Aurora, Ont.	Parliamentarian/Parlementaire	26590	42.8		
Ontario	Aurora--Oak Ridges--Richmond Hill	35003	Danielle Maniuk NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Sarnia, Ont.	Financial Administrator/Administratrice des finances	835	1.3		
Ontario	Aurora--Oak Ridges--Richmond Hill	35003	Tom Muench Green Party/Parti Vert	Richmond Hill, Ont.	Vice-President Government Relations/Vice-président des relations gouvernementales	465	0.7		
Ontario	Aurora--Oak Ridges--Richmond Hill	35003	Igor Tvorogov People's Party - PPC/Parti populaire - PPC	Richmond Hill, Ont.	Software Developer/Développeur de logiciels 	256	0.4		
Ontario	Barrie South--Innisfil/Barrie-Sud--Innisfil	35004	John Brassard ** Conservative/Conservateur	Barrie, Ont.	Parliamentarian/Parlementaire	38943	57.8	13386	19.9
Ontario	Barrie South--Innisfil/Barrie-Sud--Innisfil	35004	John Olthuis Liberal/Libéral	Barrie, Ont.	Retired/À la retraite	25557	38		
Ontario	Barrie South--Innisfil/Barrie-Sud--Innisfil	35004	Andrew Harrigan NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Innisfil, Ont.	Child Protection Investigator/Enquêteur à la protection de l'enfance	2130	3.2		
Ontario	Barrie South--Innisfil/Barrie-Sud--Innisfil	35004	Mark Sampson People's Party - PPC/Parti populaire - PPC	Cookstown, Ont.	Financial Advisor/Conseiller financier	695	1		
Ontario	Barrie--Springwater--Oro-Medonte	35005	Doug Shipley ** Conservative/Conservateur	Barrie, Ont.	Parliamentarian/Parlementaire	33949	51.7	4799	7.3
Ontario	Barrie--Springwater--Oro-Medonte	35005	Rose Zacharias Liberal/Libéral	Oro-Medonte, Ont.	Medical Doctor/Médecin	29150	44.4		
Ontario	Barrie--Springwater--Oro-Medonte	35005	Gabriela Trujillo NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Waterloo, Ont.	Caregiver/Proche aidante	1559	2.4		
Ontario	Barrie--Springwater--Oro-Medonte	35005	Greg Taylor Green Party/Parti Vert	Barrie, Ont.	Teacher/Enseignant	893	1.4		
Ontario	Barrie--Springwater--Oro-Medonte	35005	Michael Speers Communist/Communiste	Barrie, Ont.	Media and Communications Specialist/Spécialiste en médias et communication	158	0.2		
Ontario	Bay of Quinte	35006	Chris Malette Liberal/Libéral	Belleville, Ont.	Municipal Councillor/Conseiller municipal	32846	50.4	3716	5.7
Ontario	Bay of Quinte	35006	Ryan Williams ** Conservative/Conservateur	Belleville, Ont.	Parliamentarian / Hotelier/Parlementaire et hôtelier	29130	44.7		
Ontario	Bay of Quinte	35006	Kate Crothers NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Picton, Ont.	Interior Designer/Designer d'intérieurs	2373	3.6		
Ontario	Bay of Quinte	35006	Erica Charlton Green Party/Parti Vert	Belleville, Ont.	Operations Coordinator/Coordinatrice des opérations	833	1.3		
Ontario	Beaches--East York	35007	Nate Erskine-Smith ** Liberal/Libéral	Toronto, Ont.	Parliamentarian/Parlementaire	39804	67.7	25974	44.2
Ontario	Beaches--East York	35007	Jocelyne Poirier Conservative/Conservateur	Toronto, Ont.	Director of Finance/Directrice des finances	13830	23.5		
Ontario	Beaches--East York	35007	Shannon Devine NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	Communications Director/Directrice des communications	4027	6.9		
Ontario	Beaches--East York	35007	Jack Pennings Green Party/Parti Vert	Toronto, Ont.	Software Developer/Développeur de logiciels 	748	1.3		
Ontario	Beaches--East York	35007	Diane Joseph Independent/Indépendant(e)	Toronto, Ont.	Social Service Worker / Consultant/Travailleuse sociale et consultante	161	0.3		
Ontario	Beaches--East York	35007	Elizabeth Rowley Communist/Communiste	Toronto, Ont.	Federal Political Party Leader/Chef de parti fédéral	146	0.2		
Ontario	Beaches--East York	35007	Steve Rutchinski Marxist-Leninist/Marxiste-Léniniste	Toronto, Ont.	Post-Secondary Education Administrator/Administrateur de l'enseignement supérieur	39	0.1		
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Jamil Jivani ** Conservative/Conservateur	Oshawa, Ont.	Parliamentarian/Parlementaire	35232	49.8	3018	4.3
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Bridget Girard Liberal/Libéral	Bowmanville, Ont.	Retired Educator/Éducatrice à la retraite	32214	45.5		
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Elenor Marano NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Trenton, Ont.	Student/Étudiante	2032	2.9		
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Julie Dietrich Green Party/Parti Vert	Courtice, Ont.	Pet Care/Soins aux animaux	546	0.8		
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Pranay Gunti Independent/Indépendant(e)	Bowmanville, Ont.	Information Technology Professional/Professionnel de la technologie de l'information	264	0.4		
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Thomas Zekveld Christian Heritage Party/Parti de l'Héritage Chrétien	Bowmanville, Ont.	Farm Manager/Gestionnaire de ferme	155	0.2		
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Clint Cole United Party of Canada (UP)/Parti Uni du Canada (UP)	Hampton, Ont.	Paralegal/Parajuriste	143	0.2		
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Ghuzna Imam Centrist/Centriste	Ajax, Ont.	Self-Employed/Travailleuse indépendante	134	0.2		
Ontario	Bowmanville--Oshawa North/Bowmanville--Oshawa-Nord	35008	Adam Smith Parti Rhinocéros Party/Parti Rhinocéros Party	Bowmanville, Ont.	Retail/Commerce de détail	68	0.1		
Ontario	Brampton Centre/Brampton-Centre	35009	Amandeep Sodhi Liberal/Libéral	Brampton, Ont.	Legal Assistant/Adjointe juridique	19716	48.4	611	1.5
Ontario	Brampton Centre/Brampton-Centre	35009	Taran Chahal Conservative/Conservateur	Brampton, Ont.	Manager, City of Brampton/Gestionnaire, Ville de Brampton	19105	46.9		
Ontario	Brampton Centre/Brampton-Centre	35009	Anil Boodhai NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Burlington, Ont.	LINC / ESL Instructor/Professeur d'ALS / CLIC	1085	2.7		
Ontario	Brampton Centre/Brampton-Centre	35009	Ray Shaver Green Party/Parti Vert	Brampton, Ont.	Retired/À la retraite	469	1.2		
Ontario	Brampton Centre/Brampton-Centre	35009	Harsimran Kaur Hundal People's Party - PPC/Parti populaire - PPC	Brampton, Ont.	Director/Directrice	288	0.7		
Ontario	Brampton Centre/Brampton-Centre	35009	Taha Nazir Centrist/Centriste	Brampton, Ont.	Microbiologist / Molecular Biologist / Researcher/Microbiologiste/ biologiste moléculaire/ chercheur	97	0.2		
Ontario	Brampton East/Brampton-Est	35011	Maninder Sidhu ** Liberal/Libéral	Brampton, Ont.	Parliamentarian/Parlementaire	23616	48.6	1885	3.9
